"","V1"
"3252",1.3817
"3253",1.3656
"3254",1.3645
"3255",1.3729
"3256",1.3795
"3257",1.376
"3258",1.3641
"3259",1.371
"3260",1.3636
"3261",1.3448
"3262",1.343
"3263",1.35
"3264",1.3579
"3265",1.3631
"3266",1.3615
"3267",1.3503
"3268",1.3327
"3269",1.3181
"3270",1.3337
"3271",1.3269
"3272",1.3434
"3273",1.3593
"3274",1.3607
"3275",1.3766
"3276",1.3727
"3277",1.3807
"3278",1.3776
"3279",1.3676
"3280",1.3828
"3281",1.3807
"3282",1.3798
"3283",1.3856
"3284",1.3918
"3285",1.3927
"3286",1.4038
"3287",1.416
"3288",1.4001
"3289",1.3627
"3290",1.3809
"3291",1.3773
"3292",1.3773
"3293",1.3742
"3294",1.3788
"3295",1.3633
"3296",1.3616
"3297",1.365
"3298",1.3659
"3299",1.3532
"3300",1.3484
"3301",1.348
"3302",1.3576
"3303",1.3458
"3304",1.3535
"3305",1.3387
"3306",1.3373
"3307",1.3229
"3308",1.3348
"3309",1.3336
"3310",1.3418
"3311",1.3492
"3312",1.3511
"3313",1.3442
"3314",1.3394
"3315",1.3377
"3316",1.341
"3317",1.3384
"3318",1.3251
"3319",1.3181
"3320",1.2993
"3321",1.3019
"3322",1.3064
"3323",1.3039
"3324",1.3074
"3325",1.3054
"3326",1.3047
"3327",1.3057
"3328",1.3069
"3329",1.3074
"3330",1.2889
"3331",1.2939
"3332",1.2935
"3333",1.3014
"3334",1.2948
"3335",1.2832
"3336",1.2776
"3337",1.2728
"3338",1.2808
"3339",1.2718
"3340",1.2736
"3341",1.2771
"3342",1.2669
"3343",1.279
"3344",1.2831
"3345",1.2911
"3346",1.2902
"3347",1.3017
"3348",1.3003
"3349",1.2942
"3350",1.3145
"3351",1.3145
"3352",1.311
"3353",1.3176
"3354",1.3175
"3355",1.3094
"3356",1.316
"3357",1.3042
"3358",1.3113
"3359",1.3274
"3360",1.3288
"3361",1.3189
"3362",1.3254
"3363",1.3169
"3364",1.3092
"3365",1.2982
"3366",1.3159
"3367",1.3266
"3368",1.3222
"3369",1.323
"3370",1.33
"3371",1.3412
"3372",1.3388
"3373",1.3454
"3374",1.3443
"3375",1.3312
"3376",1.3217
"3377",1.322
"3378",1.3153
"3379",1.312
"3380",1.3242
"3381",1.3191
"3382",1.3119
"3383",1.3057
"3384",1.3062
"3385",1.3057
"3386",1.3116
"3387",1.315
"3388",1.3198
"3389",1.3225
"3390",1.3167
"3391",1.3242
"3392",1.3276
"3393",1.3333
"3394",1.3337
"3395",1.3272
"3396",1.3356
"3397",1.3319
"3398",1.3315
"3399",1.3142
"3400",1.3068
"3401",1.3114
"3402",1.3131
"3403",1.3153
"3404",1.3148
"3405",1.3024
"3406",1.3132
"3407",1.3093
"3408",1.3086
"3409",1.3192
"3410",1.3131
"3411",1.3161
"3412",1.3206
"3413",1.3215
"3414",1.3229
"3415",1.3214
"3416",1.3131
"3417",1.3123
"3418",1.3132
"3419",1.3033
"3420",1.3025
"3421",1.295
"3422",1.2961
"3423",1.2944
"3424",1.2863
"3425",1.2843
"3426",1.2738
"3427",1.2682
"3428",1.2721
"3429",1.275
"3430",1.2768
"3431",1.2659
"3432",1.2557
"3433",1.2546
"3434",1.2566
"3435",1.2523
"3436",1.2438
"3437",1.2403
"3438",1.2322
"3439",1.2437
"3440",1.2429
"3441",1.2485
"3442",1.2595
"3443",1.2468
"3444",1.2544
"3445",1.2492
"3446",1.2534
"3447",1.2551
"3448",1.2596
"3449",1.2618
"3450",1.2619
"3451",1.2704
"3452",1.267
"3453",1.2539
"3454",1.2488
"3455",1.2475
"3456",1.2478
"3457",1.2418
"3458",1.259
"3459",1.2593
"3460",1.2575
"3461",1.256
"3462",1.2426
"3463",1.2377
"3464",1.2293
"3465",1.2285
"3466",1.226
"3467",1.2178
"3468",1.2185
"3469",1.2177
"3470",1.2281
"3471",1.2234
"3472",1.2287
"3473",1.22
"3474",1.2105
"3475",1.2089
"3476",1.2134
"3477",1.226
"3478",1.2317
"3479",1.2246
"3480",1.2284
"3481",1.2298
"3482",1.2346
"3483",1.2245
"3484",1.2379
"3485",1.2436
"3486",1.2336
"3487",1.2301
"3488",1.2262
"3489",1.2339
"3490",1.2352
"3491",1.2276
"3492",1.2279
"3493",1.2337
"3494",1.23
"3495",1.2428
"3496",1.2448
"3497",1.2552
"3498",1.2507
"3499",1.253
"3500",1.2548
"3501",1.2545
"3502",1.2544
"3503",1.2611
"3504",1.2568
"3505",1.2579
"3506",1.2578
"3507",1.2638
"3508",1.2706
"3509",1.2776
"3510",1.2787
"3511",1.2896
"3512",1.291
"3513",1.3095
"3514",1.3086
"3515",1.3054
"3516",1.3002
"3517",1.2954
"3518",1.2988
"3519",1.2916
"3520",1.2932
"3521",1.2845
"3522",1.2874
"3523",1.293
"3524",1.2877
"3525",1.293
"3526",1.2904
"3527",1.2951
"3528",1.3002
"3529",1.2958
"3530",1.2953
"3531",1.2889
"3532",1.2918
"3533",1.297
"3534",1.2971
"3535",1.3046
"3536",1.312
"3537",1.3118
"3538",1.3035
"3539",1.3063
"3540",1.3005
"3541",1.2942
"3542",1.2993
"3543",1.2908
"3544",1.2898
"3545",1.2962
"3546",1.2993
"3547",1.2975
"3548",1.285
"3549",1.2777
"3550",1.28
"3551",1.2746
"3552",1.2736
"3553",1.2694
"3554",1.2735
"3555",1.2696
"3556",1.2726
"3557",1.2756
"3558",1.2745
"3559",1.2762
"3560",1.2809
"3561",1.2805
"3562",1.2893
"3563",1.2909
"3564",1.2964
"3565",1.2961
"3566",1.2891
"3567",1.2994
"3568",1.2986
"3569",1.3057
"3570",1.3092
"3571",1.3065
"3572",1.3072
"3573",1.2905
"3574",1.293
"3575",1.2993
"3576",1.304
"3577",1.3077
"3578",1.3081
"3579",1.316
"3580",1.3178
"3581",1.3302
"3582",1.3246
"3583",1.3209
"3584",1.3218
"3585",1.3266
"3586",1.3183
"3587",1.3194
"3588",1.3262
"3589",1.3102
"3590",1.3012
"3591",1.3039
"3592",1.3086
"3593",1.3056
"3594",1.3113
"3595",1.3274
"3596",1.3341
"3597",1.3327
"3598",1.3277
"3599",1.3368
"3600",1.3324
"3601",1.3323
"3602",1.3317
"3603",1.333
"3604",1.3349
"3605",1.3469
"3606",1.3444
"3607",1.3433
"3608",1.3541
"3609",1.355
"3610",1.3644
"3611",1.3552
"3612",1.3537
"3613",1.3517
"3614",1.3546
"3615",1.3374
"3616",1.3391
"3617",1.3438
"3618",1.348
"3619",1.3327
"3620",1.3325
"3621",1.3352
"3622",1.3349
"3623",1.337
"3624",1.3186
"3625",1.3186
"3626",1.3304
"3627",1.3077
"3628",1.3097
"3629",1.3129
"3630",1.3
"3631",1.3007
"3632",1.3034
"3633",1.3035
"3634",1.301
"3635",1.309
"3636",1.2994
"3637",1.3053
"3638",1.2981
"3639",1.2937
"3640",1.3086
"3641",1.2929
"3642",1.2944
"3643",1.2945
"3644",1.291
"3645",1.2948
"3646",1.2935
"3647",1.2861
"3648",1.2768
"3649",1.2805
"3650",1.284
"3651",1.2828
"3652",1.2818
"3653",1.2944
"3654",1.3023
"3655",1.304
"3656",1.3086
"3657",1.3119
"3658",1.3052
"3659",1.3081
"3660",1.3129
"3661",1.3129
"3662",1.3045
"3663",1.3115
"3664",1.3037
"3665",1.299
"3666",1.3006
"3667",1.308
"3668",1.2999
"3669",1.3113
"3670",1.3072
"3671",1.3191
"3672",1.3114
"3673",1.3107
"3674",1.3107
"3675",1.3135
"3676",1.3142
"3677",1.2988
"3678",1.2973
"3679",1.2977
"3680",1.2864
"3681",1.289
"3682",1.2869
"3683",1.2853
"3684",1.2866
"3685",1.2923
"3686",1.2888
"3687",1.2939
"3688",1.2939
"3689",1.2938
"3690",1.2952
"3691",1.2944
"3692",1.3006
"3693",1.3008
"3694",1.3092
"3695",1.3067
"3696",1.3118
"3697",1.326
"3698",1.3209
"3699",1.3273
"3700",1.3277
"3701",1.3315
"3702",1.3303
"3703",1.3337
"3704",1.3374
"3705",1.3406
"3706",1.32
"3707",1.318
"3708",1.3086
"3709",1.3134
"3710",1.3024
"3711",1.3032
"3712",1.308
"3713",1.3037
"3714",1.3017
"3715",1.2959
"3716",1.2984
"3717",1.2883
"3718",1.285
"3719",1.2857
"3720",1.2813
"3721",1.3044
"3722",1.3034
"3723",1.3012
"3724",1.3118
"3725",1.3136
"3726",1.3093
"3727",1.3123
"3728",1.3166
"3729",1.318
"3730",1.3246
"3731",1.3202
"3732",1.326
"3733",1.327
"3734",1.3284
"3735",1.3275
"3736",1.3236
"3737",1.3203
"3738",1.3257
"3739",1.328
"3740",1.3305
"3741",1.336
"3742",1.3373
"3743",1.328
"3744",1.329
"3745",1.3243
"3746",1.3297
"3747",1.334
"3748",1.3344
"3749",1.3392
"3750",1.3384
"3751",1.3323
"3752",1.3355
"3753",1.3361
"3754",1.3338
"3755",1.3347
"3756",1.3266
"3757",1.3235
"3758",1.3207
"3759",1.3172
"3760",1.3171
"3761",1.3202
"3762",1.3117
"3763",1.3194
"3764",1.324
"3765",1.3268
"3766",1.329
"3767",1.3295
"3768",1.3357
"3769",1.3356
"3770",1.3352
"3771",1.3545
"3772",1.3514
"3773",1.3508
"3774",1.3473
"3775",1.3504
"3776",1.3499
"3777",1.3537
"3778",1.3505
"3779",1.3554
"3780",1.3515
"3781",1.3594
"3782",1.3593
"3783",1.3572
"3784",1.3576
"3785",1.3515
"3786",1.3532
"3787",1.3566
"3788",1.3564
"3789",1.3493
"3790",1.3561
"3791",1.3662
"3792",1.3684
"3793",1.3667
"3794",1.3674
"3795",1.3752
"3796",1.3805
"3797",1.3777
"3798",1.3784
"3799",1.3768
"3800",1.3755
"3801",1.3641
"3802",1.3505
"3803",1.3506
"3804",1.3494
"3805",1.3517
"3806",1.3365
"3807",1.3431
"3808",1.3394
"3809",1.3432
"3810",1.3415
"3811",1.3436
"3812",1.346
"3813",1.3517
"3814",1.3502
"3815",1.3527
"3816",1.3472
"3817",1.3518
"3818",1.3514
"3819",1.3547
"3820",1.3596
"3821",1.3592
"3822",1.3611
"3823",1.3536
"3824",1.3578
"3825",1.3592
"3826",1.3594
"3827",1.3661
"3828",1.3722
"3829",1.375
"3830",1.3767
"3831",1.3775
"3832",1.3727
"3833",1.3776
"3834",1.3749
"3835",1.3749
"3836",1.3667
"3837",1.3655
"3838",1.3702
"3839",1.3684
"3840",1.3814
"3841",1.3783
"3842",1.3791
"3843",1.3658
"3844",1.3634
"3845",1.3602
"3846",1.3641
"3847",1.3594
"3848",1.3612
"3849",1.3587
"3850",1.3654
"3851",1.3667
"3852",1.3606
"3853",1.3597
"3854",1.3584
"3855",1.3566
"3856",1.3526
"3857",1.3566
"3858",1.3639
"3859",1.3687
"3860",1.3658
"3861",1.3649
"3862",1.3608
"3863",1.3574
"3864",1.3516
"3865",1.3498
"3866",1.3519
"3867",1.3543
"3868",1.3495
"3869",1.3574
"3870",1.3638
"3871",1.3676
"3872",1.3573
"3873",1.3675
"3874",1.3707
"3875",1.3699
"3876",1.3731
"3877",1.3745
"3878",1.3706
"3879",1.3707
"3880",1.3735
"3881",1.3754
"3882",1.3726
"3883",1.3656
"3884",1.3813
"3885",1.3768
"3886",1.3768
"3887",1.3732
"3888",1.3745
"3889",1.3894
"3890",1.3881
"3891",1.385
"3892",1.3887
"3893",1.3942
"3894",1.3884
"3895",1.3906
"3896",1.3902
"3897",1.3913
"3898",1.3762
"3899",1.378
"3900",1.3774
"3901",1.3789
"3902",1.3791
"3903",1.3758
"3904",1.3759
"3905",1.3788
"3906",1.379
"3907",1.3795
"3908",1.3771
"3909",1.37
"3910",1.3723
"3911",1.3774
"3912",1.3794
"3913",1.3867
"3914",1.3872
"3915",1.3827
"3916",1.3803
"3917",1.384
"3918",1.3855
"3919",1.3817
"3920",1.3834
"3921",1.382
"3922",1.3831
"3923",1.3861
"3924",1.3826
"3925",1.385
"3926",1.3862
"3927",1.3874
"3928",1.3945
"3929",1.3927
"3930",1.3953
"3931",1.3781
"3932",1.3765
"3933",1.3703
"3934",1.3719
"3935",1.3659
"3936",1.3696
"3937",1.3715
"3938",1.3702
"3939",1.3676
"3940",1.3668
"3941",1.363
"3942",1.3635
"3943",1.3638
"3944",1.3608
"3945",1.3612
"3946",1.3607
"3947",1.3611
"3948",1.3645
"3949",1.3627
"3950",1.3567
"3951",1.3642
"3952",1.3608
"3953",1.3547
"3954",1.3547
"3955",1.3528
"3956",1.3534
"3957",1.3532
"3958",1.3568
"3959",1.3563
"3960",1.362
"3961",1.3588
"3962",1.3596
"3963",1.3618
"3964",1.3615
"3965",1.3606
"3966",1.362
"3967",1.3658
"3968",1.3688
"3969",1.3656
"3970",1.3646
"3971",1.3588
"3972",1.3592
"3973",1.3589
"3974",1.3603
"3975",1.3604
"3976",1.3595
"3977",1.3627
"3978",1.3613
"3979",1.3532
"3980",1.3525
"3981",1.3525
"3982",1.3518
"3983",1.3481
"3984",1.3465
"3985",1.3472
"3986",1.344
"3987",1.3433
"3988",1.3429
"3989",1.3401
"3990",1.3379
"3991",1.3395
"3992",1.3422
"3993",1.3382
"3994",1.3345
"3995",1.3368
"3996",1.3388
"3997",1.3386
"3998",1.3346
"3999",1.336
"4000",1.3373
"4001",1.3388
"4002",1.3383
"4003",1.3354
"4004",1.3284
"4005",1.3262
"4006",1.3267
"4007",1.32
"4008",1.3192
"4009",1.3177
"4010",1.3178
"4011",1.3188
"4012",1.3133
"4013",1.3115
"4014",1.3151
"4015",1.3015
"4016",1.2948
"4017",1.2947
"4018",1.2902
"4019",1.2929
"4020",1.2928
"4021",1.2931
"4022",1.2911
"4023",1.2949
"4024",1.2956
"4025",1.2872
"4026",1.2852
"4027",1.2845
"4028",1.2892
"4029",1.2826
"4030",1.2712
"4031",1.2732
"4032",1.2701
"4033",1.2583
"4034",1.2603
"4035",1.2631
"4036",1.2616
"4037",1.2565
"4038",1.2607
"4039",1.2645
"4040",1.2763
"4041",1.2638
"4042",1.2679
"4043",1.2646
"4044",1.2666
"4045",1.2749
"4046",1.2823
"4047",1.2773
"4048",1.2762
"4049",1.2693
"4050",1.2669
"4051",1.2659
"4052",1.2679
"4053",1.2748
"4054",1.2737
"4055",1.2598
"4056",1.2524
"4057",1.2493
"4058",1.2514
"4059",1.248
"4060",1.2517
"4061",1.2393
"4062",1.2486
"4063",1.2424
"4064",1.2467
"4065",1.2456
"4066",1.2436
"4067",1.2496
"4068",1.2514
"4069",1.2535
"4070",1.2539
"4071",1.2422
"4072",1.241
"4073",1.2424
"4074",1.2475
"4075",1.248
"4076",1.2483
"4077",1.2469
"4078",1.2424
"4079",1.2331
"4080",1.2311
"4081",1.2362
"4082",1.2258
"4083",1.2369
"4084",1.2392
"4085",1.2428
"4086",1.245
"4087",1.2426
"4088",1.2537
"4089",1.2448
"4090",1.2285
"4091",1.2279
"4092",1.2259
"4093",1.2213
"4094",1.2219
"4095",1.2197
"4096",1.216
"4097",1.2141
"4098",1.2043
"4099",1.1915
"4100",1.1914
"4101",1.1831
"4102",1.1768
"4103",1.1813
"4104",1.1804
"4105",1.1782
"4106",1.1775
"4107",1.1708
"4108",1.1588
"4109",1.1605
"4110",1.1579
"4111",1.1593
"4112",1.1618
"4113",1.1198
"4114",1.1244
"4115",1.1306
"4116",1.1344
"4117",1.1315
"4118",1.1305
"4119",1.131
"4120",1.1376
"4121",1.1446
"4122",1.141
"4123",1.1447
"4124",1.1275
"4125",1.1297
"4126",1.1314
"4127",1.1328
"4128",1.1381
"4129",1.1408
"4130",1.1415
"4131",1.1372
"4132",1.1387
"4133",1.1298
"4134",1.1298
"4135",1.1328
"4136",1.1346
"4137",1.1317
"4138",1.124
"4139",1.1227
"4140",1.1168
"4141",1.1124
"4142",1.1069
"4143",1.0963
"4144",1.086
"4145",1.0738
"4146",1.0578
"4147",1.0613
"4148",1.0572
"4149",1.0557
"4150",1.0635
"4151",1.0592
"4152",1.0677
"4153",1.0776
"4154",1.0912
"4155",1.095
"4156",1.0985
"4157",1.0973
"4158",1.0856
"4159",1.0845
"4160",1.0759
"4161",1.0755
"4162",1.083
"4163",1.0847
"4164",1.0862
"4165",1.0774
"4166",1.057
"4167",1.0552
"4168",1.0564
"4169",1.0579
"4170",1.0711
"4171",1.0814
"4172",1.0723
"4173",1.07
"4174",1.0743
"4175",1.0772
"4176",1.0824
"4177",1.0822
"4178",1.0927
"4179",1.1002
"4180",1.1215
"4181",1.1152
"4182",1.1117
"4183",1.123
"4184",1.1305
"4185",1.1221
"4186",1.1142
"4187",1.1239
"4188",1.1221
"4189",1.1419
"4190",1.1328
"4191",1.1389
"4192",1.118
"4193",1.1118
"4194",1.1133
"4195",1.1164
"4196",1.0978
"4197",1.0926
"4198",1.0863
"4199",1.0896
"4200",1.097
"4201",1.0944
"4202",1.1029
"4203",1.1134
"4204",1.1317
"4205",1.1218
"4206",1.1162
"4207",1.1249
"4208",1.1279
"4209",1.1232
"4210",1.122
"4211",1.1218
"4212",1.1215
"4213",1.1279
"4214",1.1404
"4215",1.1299
"4216",1.1345
"4217",1.1204
"4218",1.1213
"4219",1.1206
"4220",1.1202
"4221",1.1133
"4222",1.1189
"4223",1.11
"4224",1.1066
"4225",1.1096
"4226",1.1008
"4227",1.0931
"4228",1.1024
"4229",1.1054
"4230",1.1185
"4231",1.1049
"4232",1.1031
"4233",1.1009
"4234",1.0867
"4235",1.0889
"4236",1.0852
"4237",1.0867
"4238",1.0902
"4239",1.0999
"4240",1.0939
"4241",1.1058
"4242",1.1025
"4243",1.103
"4244",1.0955
"4245",1.0967
"4246",1.0951
"4247",1.0973
"4248",1.0883
"4249",1.0885
"4250",1.0941
"4251",1.096
"4252",1.1055
"4253",1.1155
"4254",1.1109
"4255",1.1171
"4256",1.11
"4257",1.106
"4258",1.1041
"4259",1.1183
"4260",1.1281
"4261",1.1497
"4262",1.1506
"4263",1.1402
"4264",1.1284
"4265",1.1268
"4266",1.1215
"4267",1.1236
"4268",1.1255
"4269",1.1229
"4270",1.1138
"4271",1.1146
"4272",1.1162
"4273",1.1139
"4274",1.1185
"4275",1.1268
"4276",1.1305
"4277",1.132
"4278",1.1228
"4279",1.1312
"4280",1.1419
"4281",1.125
"4282",1.1155
"4283",1.115
"4284",1.1241
"4285",1.1151
"4286",1.117
"4287",1.1204
"4288",1.1203
"4289",1.1153
"4290",1.116
"4291",1.1236
"4292",1.1224
"4293",1.1266
"4294",1.1254
"4295",1.1362
"4296",1.1373
"4297",1.1374
"4298",1.141
"4299",1.1439
"4300",1.136
"4301",1.1333
"4302",1.1373
"4303",1.1354
"4304",1.1313
"4305",1.1084
"4306",1.1011
"4307",1.1061
"4308",1.1085
"4309",1.093
"4310",1.1017
"4311",1.1032
"4312",1.0976
"4313",1.0935
"4314",1.0883
"4315",1.0864
"4316",1.0776
"4317",1.0711
"4318",1.0716
"4319",1.0726
"4320",1.0764
"4321",1.0723
"4322",1.067
"4323",1.0666
"4324",1.0687
"4325",1.0688
"4326",1.0631
"4327",1.0651
"4328",1.0586
"4329",1.0612
"4330",1.058
"4331",1.0579
"4332",1.06
"4333",1.0612
"4334",1.0671
"4335",1.0902
"4336",1.0809
"4337",1.0875
"4338",1.0941
"4339",1.0943
"4340",1.095
"4341",1.0983
"4342",1.099
"4343",1.0933
"4344",1.0841
"4345",1.0836
"4346",1.087
"4347",1.0952
"4348",1.0916
"4349",1.0947
"4350",1.0962
"4351",1.0952
"4352",1.0926
"4353",1.0887
"4354",1.0898
"4355",1.0746
"4356",1.0742
"4357",1.0868
"4358",1.0861
"4359",1.0888
"4360",1.0836
"4361",1.0816
"4362",1.0893
"4363",1.0914
"4364",1.0892
"4365",1.0868
"4366",1.0907
"4367",1.0893
"4368",1.0808
"4369",1.0815
"4370",1.0837
"4371",1.0888
"4372",1.0903
"4373",1.092
"4374",1.0884
"4375",1.0919
"4376",1.0933
"4377",1.1206
"4378",1.1202
"4379",1.1101
"4380",1.1236
"4381",1.1257
"4382",1.1347
"4383",1.1275
"4384",1.118
"4385",1.1166
"4386",1.1136
"4387",1.1084
"4388",1.1096
"4389",1.1026
"4390",1.1002
"4391",1.0981
"4392",1.1027
"4393",1.1006
"4394",1.0888
"4395",1.0872
"4396",1.0856
"4397",1.0901
"4398",1.097
"4399",1.0953
"4400",1.1028
"4401",1.0973
"4402",1.0857
"4403",1.109
"4404",1.1119
"4405",1.1109
"4406",1.1064
"4407",1.1311
"4408",1.1279
"4409",1.1271
"4410",1.1212
"4411",1.1171
"4412",1.1154
"4413",1.1194
"4414",1.1324
"4415",1.1385
"4416",1.1432
"4417",1.138
"4418",1.1367
"4419",1.1336
"4420",1.1364
"4421",1.1363
"4422",1.139
"4423",1.1396
"4424",1.1298
"4425",1.1252
"4426",1.1284
"4427",1.1306
"4428",1.1343
"4429",1.1379
"4430",1.1355
"4431",1.1263
"4432",1.1264
"4433",1.1287
"4434",1.1303
"4435",1.1358
"4436",1.1403
"4437",1.1493
"4438",1.1569
"4439",1.1505
"4440",1.1439
"4441",1.1427
"4442",1.1395
"4443",1.1375
"4444",1.1409
"4445",1.1389
"4446",1.1348
"4447",1.1324
"4448",1.1318
"4449",1.1279
"4450",1.1197
"4451",1.1219
"4452",1.1215
"4453",1.1168
"4454",1.1146
"4455",1.1168
"4456",1.1168
"4457",1.1139
"4458",1.1154
"4459",1.1174
"4460",1.1188
"4461",1.1154
"4462",1.1349
"4463",1.1348
"4464",1.1378
"4465",1.1343
"4466",1.1304
"4467",1.1268
"4468",1.1225
"4469",1.123
"4470",1.1174
"4471",1.1254
"4472",1.1332
"4473",1.1314
"4474",1.1283
"4475",1.1389
"4476",1.1066
"4477",1.0998
"4478",1.1073
"4479",1.109
"4480",1.1102
"4481",1.1135
"4482",1.1138
"4483",1.1146
"4484",1.1069
"4485",1.108
"4486",1.107
"4487",1.1049
"4488",1.1092
"4489",1.1072
"4490",1.1157
"4491",1.1128
"4492",1.1053
"4493",1.1035
"4494",1.1013
"4495",1.1015
"4496",1.1014
"4497",1.0982
"4498",1.0997
"4499",1.0991
"4500",1.109
"4501",1.1113
"4502",1.1164
"4503",1.1193
"4504",1.12
"4505",1.1136
"4506",1.1156
"4507",1.1087
"4508",1.1078
"4509",1.1184
"4510",1.1153
"4511",1.1158
"4512",1.118
"4513",1.1295
"4514",1.1276
"4515",1.1321
"4516",1.1326
"4517",1.1306
"4518",1.1339
"4519",1.1268
"4520",1.129
"4521",1.129
"4522",1.117
"4523",1.1168
"4524",1.1132
"4525",1.1146
"4526",1.1193
"4527",1.1156
"4528",1.1159
"4529",1.1237
"4530",1.1296
"4531",1.1268
"4532",1.1226
"4533",1.1247
"4534",1.1218
"4535",1.1254
"4536",1.1226
"4537",1.1165
"4538",1.1184
"4539",1.115
"4540",1.1238
"4541",1.1214
"4542",1.1262
"4543",1.122
"4544",1.1225
"4545",1.1221
"4546",1.1161
"4547",1.1236
"4548",1.1161
"4549",1.1211
"4550",1.1185
"4551",1.114
"4552",1.116
"4553",1.1079
"4554",1.102
"4555",1.1038
"4556",1.1002
"4557",1.0994
"4558",1.0993
"4559",1.0979
"4560",1.098
"4561",1.0886
"4562",1.0891
"4563",1.0872
"4564",1.0925
"4565",1.0927
"4566",1.0922
"4567",1.0946
"4568",1.1025
"4569",1.1095
"4570",1.1064
"4571",1.1093
"4572",1.1062
"4573",1.1038
"4574",1.1022
"4575",1.0895
"4576",1.0904
"4577",1.0777
"4578",1.0765
"4579",1.0702
"4580",1.0717
"4581",1.0629
"4582",1.0631
"4583",1.0617
"4584",1.0602
"4585",1.0548
"4586",1.0592
"4587",1.0588
"4588",1.0576
"4589",1.0635
"4590",1.0627
"4591",1.0642
"4592",1.0702
"4593",1.0734
"4594",1.073
"4595",1.0762
"4596",1.0559
"4597",1.0596
"4598",1.061
"4599",1.0644
"4600",1.0419
"4601",1.0439
"4602",1.0422
"4603",1.0364
"4604",1.0421
"4605",1.0444
"4606",1.0446
"4607",1.0445
"4608",1.0401
"4609",1.0453
"4610",1.0541
"4611",1.0465
"4612",1.0385
"4613",1.0437
"4614",1.0501
"4615",1.0589
"4616",1.0516
"4617",1.0567
"4618",1.0503
"4619",1.0679
"4620",1.0661
"4621",1.0594
"4622",1.0684
"4623",1.0664
"4624",1.0668
"4625",1.0632
"4626",1.0715
"4627",1.0748
"4628",1.0743
"4629",1.07
"4630",1.0681
"4631",1.063
"4632",1.0755
"4633",1.079
"4634",1.0808
"4635",1.0741
"4636",1.0712
"4637",1.0675
"4638",1.0665
"4639",1.0692
"4640",1.0629
"4641",1.0629
"4642",1.0623
"4643",1.0555
"4644",1.0652
"4645",1.065
"4646",1.0616
"4647",1.0537
"4648",1.0513
"4649",1.0573
"4650",1.0609
"4651",1.0587
"4652",1.0597
"4653",1.0533
"4654",1.0514
"4655",1.0565
"4656",1.0592
"4657",1.0576
"4658",1.0556
"4659",1.0551
"4660",1.0606
"4661",1.0663
"4662",1.0631
"4663",1.0622
"4664",1.0726
"4665",1.0737
"4666",1.0752
"4667",1.0802
"4668",1.0807
"4669",1.0786
"4670",1.0805
"4671",1.0889
"4672",1.0859
"4673",1.0748
"4674",1.0737
"4675",1.0691
"4676",1.0661
"4677",1.0651
"4678",1.0678
"4679",1.0666
"4680",1.063
"4681",1.0578
"4682",1.0616
"4683",1.0605
"4684",1.063
"4685",1.0682
"4686",1.0725
"4687",1.0745
"4688",1.0698
"4689",1.0848
"4690",1.0891
"4691",1.0893
"4692",1.0881
"4693",1.093
"4694",1.0915
"4695",1.0919
"4696",1.0927
"4697",1.0961
"4698",1.0938
"4699",1.0888
"4700",1.0882
"4701",1.086
"4702",1.0876
"4703",1.0972
"4704",1.1059
"4705",1.1117
"4706",1.1129
"4707",1.1179
"4708",1.1243
"4709",1.1215
"4710",1.1193
"4711",1.1214
"4712",1.1196
"4713",1.1188
"4714",1.1173
"4715",1.1221
"4716",1.1219
"4717",1.1217
"4718",1.1249
"4719",1.1258
"4720",1.1217
"4721",1.1229
"4722",1.1176
"4723",1.1221
"4724",1.1217
"4725",1.1203
"4726",1.1166
"4727",1.1167
"4728",1.1199
"4729",1.1156
"4730",1.1147
"4731",1.1169
"4732",1.1173
"4733",1.1187
"4734",1.1278
"4735",1.1375
"4736",1.1413
"4737",1.1412
"4738",1.1369
"4739",1.1353
"4740",1.1329
"4741",1.1385
"4742",1.1412
"4743",1.1387
"4744",1.1405
"4745",1.1449
"4746",1.1417
"4747",1.1415
"4748",1.1462
"4749",1.1555
"4750",1.1533
"4751",1.1485
"4752",1.1642
"4753",1.1648
"4754",1.1694
"4755",1.1644
"4756",1.1694
"4757",1.1729
"4758",1.1727
"4759",1.1812
"4760",1.1829
"4761",1.186
"4762",1.1868
"4763",1.1797
"4764",1.1814
"4765",1.1731
"4766",1.1732
"4767",1.1765
"4768",1.1797
"4769",1.1744
"4770",1.171
"4771",1.1697
"4772",1.174
"4773",1.1761
"4774",1.1771
"4775",1.1799
"4776",1.1806
"4777",1.1808
"4778",1.1925
"4779",1.2048
"4780",1.1916
"4781",1.1825
"4782",1.192
"4783",1.1905
"4784",1.189
"4785",1.1931
"4786",1.1971
"4787",1.206
"4788",1.1997
"4789",1.1933
"4790",1.1979
"4791",1.1885
"4792",1.1963
"4793",1.1948
"4794",1.1972
"4795",1.2007
"4796",1.1905
"4797",1.1961
"4798",1.1867
"4799",1.1787
"4800",1.1741
"4801",1.1778
"4802",1.1806
"4803",1.1744
"4804",1.1753
"4805",1.1787
"4806",1.1742
"4807",1.1707
"4808",1.1746
"4809",1.1797
"4810",1.183
"4811",1.1856
"4812",1.181
"4813",1.1803
"4814",1.1759
"4815",1.1749
"4816",1.1834
"4817",1.1818
"4818",1.174
"4819",1.1761
"4820",1.1785
"4821",1.1753
"4822",1.1605
"4823",1.1612
