"","V1"
"1677",1.1965
"1678",1.2063
"1679",1.2187
"1680",1.2143
"1681",1.2065
"1682",1.1987
"1683",1.199
"1684",1.21
"1685",1.2093
"1686",1.2219
"1687",1.2217
"1688",1.2308
"1689",1.2319
"1690",1.2386
"1691",1.237
"1692",1.2367
"1693",1.2377
"1694",1.2405
"1695",1.2457
"1696",1.2374
"1697",1.2313
"1698",1.2296
"1699",1.2213
"1700",1.2183
"1701",1.2231
"1702",1.2233
"1703",1.2211
"1704",1.2272
"1705",1.2307
"1706",1.2289
"1707",1.2181
"1708",1.2198
"1709",1.2388
"1710",1.2541
"1711",1.2538
"1712",1.2483
"1713",1.2451
"1714",1.2418
"1715",1.2415
"1716",1.2313
"1717",1.2276
"1718",1.2314
"1719",1.2223
"1720",1.2243
"1721",1.2139
"1722",1.2154
"1723",1.2225
"1724",1.2224
"1725",1.2118
"1726",1.2031
"1727",1.2005
"1728",1.2037
"1729",1.2063
"1730",1.2042
"1731",1.1933
"1732",1.1938
"1733",1.1947
"1734",1.2061
"1735",1.2144
"1736",1.2088
"1737",1.2022
"1738",1.2008
"1739",1.198
"1740",1.1999
"1741",1.2022
"1742",1.1937
"1743",1.195
"1744",1.1953
"1745",1.2012
"1746",1.1944
"1747",1.2017
"1748",1.2059
"1749",1.213
"1750",1.2138
"1751",1.2023
"1752",1.2008
"1753",1.1992
"1754",1.2041
"1755",1.1933
"1756",1.1824
"1757",1.1741
"1758",1.1738
"1759",1.1762
"1760",1.1697
"1761",1.1713
"1762",1.1667
"1763",1.1677
"1764",1.1692
"1765",1.1679
"1766",1.1811
"1767",1.1701
"1768",1.1776
"1769",1.1783
"1770",1.1763
"1771",1.1726
"1772",1.1793
"1773",1.1769
"1774",1.1745
"1775",1.1697
"1776",1.1767
"1777",1.1783
"1778",1.171
"1779",1.1764
"1780",1.1785
"1781",1.1925
"1782",1.1925
"1783",1.202
"1784",1.1999
"1785",1.1983
"1786",1.1977
"1787",1.1955
"1788",1.1872
"1789",1.1822
"1790",1.1859
"1791",1.1852
"1792",1.1916
"1793",1.1825
"1794",1.1797
"1795",1.1826
"1796",1.1875
"1797",1.2083
"1798",1.2088
"1799",1.2093
"1800",1.2078
"1801",1.2064
"1802",1.2088
"1803",1.2113
"1804",1.2039
"1805",1.2112
"1806",1.2075
"1807",1.2125
"1808",1.2073
"1809",1.2068
"1810",1.2277
"1811",1.2272
"1812",1.2294
"1813",1.2254
"1814",1.2172
"1815",1.2082
"1816",1.2118
"1817",1.2092
"1818",1.2066
"1819",1.2061
"1820",1.1981
"1821",1.1973
"1822",1.1948
"1823",1.1972
"1824",1.197
"1825",1.1888
"1826",1.1898
"1827",1.1904
"1828",1.1858
"1829",1.1863
"1830",1.1932
"1831",1.1906
"1832",1.1875
"1833",1.1957
"1834",1.1896
"1835",1.1852
"1836",1.1875
"1837",1.1954
"1838",1.1921
"1839",1.202
"1840",1.2017
"1841",1.1913
"1842",1.1914
"1843",1.192
"1844",1.1919
"1845",1.1922
"1846",1.1948
"1847",1.2026
"1848",1.2069
"1849",1.2185
"1850",1.2174
"1851",1.2144
"1852",1.2069
"1853",1.2055
"1854",1.1969
"1855",1.2025
"1856",1.2084
"1857",1.2012
"1858",1.2096
"1859",1.2104
"1860",1.2063
"1861",1.2217
"1862",1.2262
"1863",1.2312
"1864",1.2179
"1865",1.2099
"1866",1.2105
"1867",1.2125
"1868",1.2094
"1869",1.2252
"1870",1.2346
"1871",1.2346
"1872",1.2315
"1873",1.2365
"1874",1.2425
"1875",1.2425
"1876",1.2414
"1877",1.2537
"1878",1.2643
"1879",1.2622
"1880",1.2592
"1881",1.2688
"1882",1.2756
"1883",1.2697
"1884",1.2779
"1885",1.2716
"1886",1.2914
"1887",1.2826
"1888",1.2817
"1889",1.2882
"1890",1.277
"1891",1.2767
"1892",1.2753
"1893",1.2841
"1894",1.2851
"1895",1.2755
"1896",1.2797
"1897",1.2758
"1898",1.2839
"1899",1.2868
"1900",1.2736
"1901",1.2815
"1902",1.2958
"1903",1.2847
"1904",1.2789
"1905",1.2735
"1906",1.2659
"1907",1.2572
"1908",1.2571
"1909",1.2563
"1910",1.261
"1911",1.2651
"1912",1.2591
"1913",1.2546
"1914",1.2632
"1915",1.2582
"1916",1.2502
"1917",1.2561
"1918",1.2567
"1919",1.257
"1920",1.2529
"1921",1.2713
"1922",1.279
"1923",1.2791
"1924",1.2794
"1925",1.2735
"1926",1.2778
"1927",1.2752
"1928",1.2736
"1929",1.2722
"1930",1.2692
"1931",1.2666
"1932",1.2541
"1933",1.2531
"1934",1.2482
"1935",1.2643
"1936",1.268
"1937",1.2633
"1938",1.2636
"1939",1.2587
"1940",1.2737
"1941",1.2664
"1942",1.2767
"1943",1.2759
"1944",1.2798
"1945",1.2781
"1946",1.2792
"1947",1.285
"1948",1.2839
"1949",1.2879
"1950",1.2857
"1951",1.2775
"1952",1.2718
"1953",1.2725
"1954",1.2793
"1955",1.2879
"1956",1.2802
"1957",1.2919
"1958",1.2812
"1959",1.2812
"1960",1.2831
"1961",1.2762
"1962",1.28
"1963",1.2808
"1964",1.2818
"1965",1.2851
"1966",1.2817
"1967",1.2852
"1968",1.281
"1969",1.2793
"1970",1.2731
"1971",1.2713
"1972",1.2713
"1973",1.2709
"1974",1.2677
"1975",1.2723
"1976",1.2675
"1977",1.2665
"1978",1.2654
"1979",1.2676
"1980",1.2731
"1981",1.2817
"1982",1.2768
"1983",1.2695
"1984",1.2684
"1985",1.2713
"1986",1.266
"1987",1.2685
"1988",1.2737
"1989",1.2684
"1990",1.2721
"1991",1.2664
"1992",1.2603
"1993",1.2538
"1994",1.2543
"1995",1.2531
"1996",1.255
"1997",1.2515
"1998",1.2524
"1999",1.2543
"2000",1.2561
"2001",1.2618
"2002",1.2556
"2003",1.2541
"2004",1.258
"2005",1.2653
"2006",1.2683
"2007",1.2717
"2008",1.2696
"2009",1.2757
"2010",1.2767
"2011",1.276
"2012",1.2702
"2013",1.2755
"2014",1.2776
"2015",1.2796
"2016",1.2864
"2017",1.283
"2018",1.2824
"2019",1.2792
"2020",1.2804
"2021",1.2774
"2022",1.2841
"2023",1.2814
"2024",1.2886
"2025",1.2953
"2026",1.3078
"2027",1.3114
"2028",1.3147
"2029",1.3157
"2030",1.32
"2031",1.3244
"2032",1.3309
"2033",1.3331
"2034",1.3274
"2035",1.3297
"2036",1.3276
"2037",1.3177
"2038",1.3244
"2039",1.3265
"2040",1.3192
"2041",1.3106
"2042",1.3095
"2043",1.3158
"2044",1.3203
"2045",1.3178
"2046",1.3192
"2047",1.3159
"2048",1.3173
"2049",1.317
"2050",1.327
"2051",1.3231
"2052",1.3106
"2053",1.3084
"2054",1.3006
"2055",1.3018
"2056",1.2988
"2057",1.2984
"2058",1.2893
"2059",1.2941
"2060",1.2953
"2061",1.2909
"2062",1.2922
"2063",1.2958
"2064",1.2936
"2065",1.304
"2066",1.3005
"2067",1.2978
"2068",1.2901
"2069",1.2921
"2070",1.2972
"2071",1.2954
"2072",1.302
"2073",1.302
"2074",1.2925
"2075",1.2955
"2076",1.2987
"2077",1.2991
"2078",1.3007
"2079",1.2956
"2080",1.3022
"2081",1.3082
"2082",1.3137
"2083",1.3119
"2084",1.3132
"2085",1.3145
"2086",1.3145
"2087",1.3106
"2088",1.3134
"2089",1.316
"2090",1.323
"2091",1.3211
"2092",1.3225
"2093",1.3163
"2094",1.3083
"2095",1.31
"2096",1.3135
"2097",1.3152
"2098",1.3155
"2099",1.3156
"2100",1.3218
"2101",1.3183
"2102",1.3226
"2103",1.3325
"2104",1.3303
"2105",1.3296
"2106",1.3293
"2107",1.3351
"2108",1.3327
"2109",1.3265
"2110",1.3347
"2111",1.3348
"2112",1.3352
"2113",1.3318
"2114",1.3366
"2115",1.3358
"2116",1.3352
"2117",1.3373
"2118",1.3426
"2119",1.3418
"2120",1.3467
"2121",1.3532
"2122",1.355
"2123",1.3549
"2124",1.3577
"2125",1.3601
"2126",1.3606
"2127",1.3557
"2128",1.3582
"2129",1.3649
"2130",1.3596
"2131",1.3643
"2132",1.3605
"2133",1.3588
"2134",1.3613
"2135",1.3561
"2136",1.3615
"2137",1.3558
"2138",1.3535
"2139",1.3527
"2140",1.3486
"2141",1.3549
"2142",1.3538
"2143",1.3574
"2144",1.3516
"2145",1.3477
"2146",1.3444
"2147",1.3454
"2148",1.349
"2149",1.3448
"2150",1.3441
"2151",1.3453
"2152",1.3509
"2153",1.342
"2154",1.3453
"2155",1.3436
"2156",1.3482
"2157",1.3532
"2158",1.3513
"2159",1.347
"2160",1.3349
"2161",1.3355
"2162",1.3345
"2163",1.3287
"2164",1.3304
"2165",1.3314
"2166",1.3404
"2167",1.3403
"2168",1.3427
"2169",1.3397
"2170",1.3441
"2171",1.3461
"2172",1.346
"2173",1.3438
"2174",1.3467
"2175",1.3505
"2176",1.3588
"2177",1.3601
"2178",1.3618
"2179",1.364
"2180",1.3596
"2181",1.3621
"2182",1.3666
"2183",1.3753
"2184",1.3788
"2185",1.3782
"2186",1.3781
"2187",1.3771
"2188",1.3779
"2189",1.382
"2190",1.3803
"2191",1.3821
"2192",1.3833
"2193",1.3743
"2194",1.3722
"2195",1.3651
"2196",1.3659
"2197",1.3707
"2198",1.3663
"2199",1.3664
"2200",1.3694
"2201",1.3818
"2202",1.3794
"2203",1.3794
"2204",1.3729
"2205",1.365
"2206",1.3651
"2207",1.3591
"2208",1.3476
"2209",1.3405
"2210",1.3454
"2211",1.3476
"2212",1.3508
"2213",1.3493
"2214",1.3574
"2215",1.3615
"2216",1.3658
"2217",1.3664
"2218",1.3631
"2219",1.361
"2220",1.3705
"2221",1.3632
"2222",1.358
"2223",1.3588
"2224",1.3669
"2225",1.3696
"2226",1.3795
"2227",1.3824
"2228",1.3885
"2229",1.3897
"2230",1.386
"2231",1.3877
"2232",1.3867
"2233",1.3975
"2234",1.403
"2235",1.4049
"2236",1.4113
"2237",1.4106
"2238",1.4127
"2239",1.418
"2240",1.4179
"2241",1.4232
"2242",1.4165
"2243",1.4195
"2244",1.4109
"2245",1.4136
"2246",1.4089
"2247",1.4037
"2248",1.4146
"2249",1.4199
"2250",1.4173
"2251",1.4226
"2252",1.415
"2253",1.42
"2254",1.4299
"2255",1.4288
"2256",1.4166
"2257",1.4254
"2258",1.423
"2259",1.4309
"2260",1.4384
"2261",1.4391
"2262",1.4407
"2263",1.4447
"2264",1.4423
"2265",1.4479
"2266",1.4488
"2267",1.4547
"2268",1.4722
"2269",1.4666
"2270",1.4683
"2271",1.4579
"2272",1.4607
"2273",1.47
"2274",1.4639
"2275",1.4651
"2276",1.4654
"2277",1.4785
"2278",1.4814
"2279",1.4829
"2280",1.4809
"2281",1.4845
"2282",1.4874
"2283",1.4747
"2284",1.4738
"2285",1.4761
"2286",1.4666
"2287",1.4741
"2288",1.472
"2289",1.4554
"2290",1.4649
"2291",1.4718
"2292",1.4672
"2293",1.4675
"2294",1.4683
"2295",1.4509
"2296",1.4393
"2297",1.4416
"2298",1.4385
"2299",1.4349
"2300",1.438
"2301",1.4398
"2302",1.4516
"2303",1.4692
"2304",1.4721
"2305",1.4688
"2306",1.4753
"2307",1.4727
"2308",1.4723
"2309",1.4705
"2310",1.468
"2311",1.4662
"2312",1.4792
"2313",1.4895
"2314",1.4886
"2315",1.4792
"2316",1.4691
"2317",1.4674
"2318",1.4482
"2319",1.4494
"2320",1.4574
"2321",1.4663
"2322",1.4705
"2323",1.4755
"2324",1.4773
"2325",1.481
"2326",1.487
"2327",1.4889
"2328",1.4829
"2329",1.4688
"2330",1.4621
"2331",1.4569
"2332",1.4513
"2333",1.4542
"2334",1.4538
"2335",1.4586
"2336",1.4626
"2337",1.4674
"2338",1.4636
"2339",1.4742
"2340",1.4656
"2341",1.4736
"2342",1.4848
"2343",1.4817
"2344",1.4874
"2345",1.5044
"2346",1.5121
"2347",1.5167
"2348",1.5203
"2349",1.5206
"2350",1.5196
"2351",1.5319
"2352",1.5417
"2353",1.534
"2354",1.5379
"2355",1.5477
"2356",1.5577
"2357",1.5561
"2358",1.577
"2359",1.5771
"2360",1.5692
"2361",1.5423
"2362",1.5569
"2363",1.571
"2364",1.5786
"2365",1.5796
"2366",1.5812
"2367",1.566
"2368",1.5632
"2369",1.5526
"2370",1.5722
"2371",1.5693
"2372",1.5694
"2373",1.5726
"2374",1.5875
"2375",1.5833
"2376",1.5869
"2377",1.5828
"2378",1.5928
"2379",1.5872
"2380",1.578
"2381",1.5898
"2382",1.5931
"2383",1.594
"2384",1.5769
"2385",1.5596
"2386",1.5628
"2387",1.5571
"2388",1.554
"2389",1.5458
"2390",1.546
"2391",1.5528
"2392",1.543
"2393",1.5347
"2394",1.5458
"2395",1.543
"2396",1.5473
"2397",1.5439
"2398",1.5474
"2399",1.5498
"2400",1.5577
"2401",1.5639
"2402",1.5753
"2403",1.5755
"2404",1.5742
"2405",1.5761
"2406",1.576
"2407",1.5656
"2408",1.5551
"2409",1.5508
"2410",1.5521
"2411",1.5593
"2412",1.5466
"2413",1.5402
"2414",1.5597
"2415",1.5784
"2416",1.5526
"2417",1.5515
"2418",1.5417
"2419",1.5336
"2420",1.5459
"2421",1.5477
"2422",1.5493
"2423",1.5481
"2424",1.561
"2425",1.5521
"2426",1.5568
"2427",1.5599
"2428",1.5731
"2429",1.5748
"2430",1.5764
"2431",1.5775
"2432",1.5806
"2433",1.5885
"2434",1.5671
"2435",1.5651
"2436",1.5687
"2437",1.5715
"2438",1.5708
"2439",1.5835
"2440",1.5847
"2441",1.599
"2442",1.5888
"2443",1.5849
"2444",1.5816
"2445",1.5858
"2446",1.5919
"2447",1.5741
"2448",1.5677
"2449",1.5734
"2450",1.5746
"2451",1.5705
"2452",1.5589
"2453",1.5611
"2454",1.5574
"2455",1.5566
"2456",1.5487
"2457",1.5478
"2458",1.5471
"2459",1.5074
"2460",1.5012
"2461",1.4907
"2462",1.4903
"2463",1.4907
"2464",1.4729
"2465",1.4704
"2466",1.4677
"2467",1.4734
"2468",1.4814
"2469",1.4808
"2470",1.4767
"2471",1.4598
"2472",1.4767
"2473",1.4771
"2474",1.4735
"2475",1.4621
"2476",1.4516
"2477",1.4441
"2478",1.4488
"2479",1.4247
"2480",1.4214
"2481",1.4144
"2482",1.4094
"2483",1.3934
"2484",1.4066
"2485",1.4151
"2486",1.4267
"2487",1.4224
"2488",1.4502
"2489",1.4236
"2490",1.4571
"2491",1.4731
"2492",1.469
"2493",1.47
"2494",1.464
"2495",1.4349
"2496",1.4303
"2497",1.4081
"2498",1.3903
"2499",1.3834
"2500",1.3634
"2501",1.3632
"2502",1.3731
"2503",1.3682
"2504",1.3579
"2505",1.3639
"2506",1.3752
"2507",1.3625
"2508",1.3507
"2509",1.3404
"2510",1.3424
"2511",1.3184
"2512",1.2843
"2513",1.281
"2514",1.2596
"2515",1.246
"2516",1.2526
"2517",1.277
"2518",1.3035
"2519",1.2757
"2520",1.2822
"2521",1.282
"2522",1.287
"2523",1.277
"2524",1.2756
"2525",1.2891
"2526",1.2747
"2527",1.253
"2528",1.2525
"2529",1.2675
"2530",1.266
"2531",1.2653
"2532",1.2634
"2533",1.2542
"2534",1.2602
"2535",1.2773
"2536",1.2811
"2537",1.2935
"2538",1.29
"2539",1.2727
"2540",1.2608
"2541",1.2697
"2542",1.2623
"2543",1.262
"2544",1.2665
"2545",1.2854
"2546",1.2838
"2547",1.2925
"2548",1.3215
"2549",1.334
"2550",1.351
"2551",1.369
"2552",1.4059
"2553",1.4616
"2554",1.394
"2555",1.397
"2556",1.3978
"2557",1.4005
"2558",1.427
"2559",1.4098
"2560",1.3917
"2561",1.3866
"2562",1.3582
"2563",1.3332
"2564",1.3595
"2565",1.3617
"2566",1.3684
"2567",1.3394
"2568",1.3262
"2569",1.3173
"2570",1.3085
"2571",1.327
"2572",1.3182
"2573",1.293
"2574",1.291
"2575",1.2984
"2576",1.2795
"2577",1.299
"2578",1.3174
"2579",1.326
"2580",1.3111
"2581",1.2816
"2582",1.276
"2583",1.2849
"2584",1.2818
"2585",1.2829
"2586",1.2796
"2587",1.3008
"2588",1.2967
"2589",1.2938
"2590",1.2833
"2591",1.2823
"2592",1.2765
"2593",1.2634
"2594",1.2596
"2595",1.2705
"2596",1.2591
"2597",1.2798
"2598",1.2763
"2599",1.2795
"2600",1.2782
"2601",1.2644
"2602",1.2596
"2603",1.2615
"2604",1.2555
"2605",1.2555
"2606",1.2658
"2607",1.2565
"2608",1.2783
"2609",1.2786
"2610",1.2782
"2611",1.2905
"2612",1.3042
"2613",1.2942
"2614",1.313
"2615",1.3671
"2616",1.3549
"2617",1.3558
"2618",1.3507
"2619",1.3494
"2620",1.3607
"2621",1.3295
"2622",1.3193
"2623",1.3308
"2624",1.3246
"2625",1.3392
"2626",1.3425
"2627",1.3496
"2628",1.3255
"2629",1.3231
"2630",1.3273
"2631",1.3276
"2632",1.3173
"2633",1.3196
"2634",1.3058
"2635",1.2966
"2636",1.2932
"2637",1.2947
"2638",1.305
"2639",1.3232
"2640",1.3125
"2641",1.2992
"2642",1.3266
"2643",1.3275
"2644",1.3223
"2645",1.3403
"2646",1.3322
"2647",1.3363
"2648",1.3425
"2649",1.3574
"2650",1.3683
"2651",1.3623
"2652",1.3563
"2653",1.3518
"2654",1.3494
"2655",1.3612
"2656",1.369
"2657",1.3771
"2658",1.3972
"2659",1.401
"2660",1.3908
"2661",1.3901
"2662",1.3856
"2663",1.4098
"2664",1.422
"2665",1.4238
"2666",1.4207
"2667",1.4095
"2668",1.4177
"2669",1.3866
"2670",1.3959
"2671",1.4102
"2672",1.3969
"2673",1.4004
"2674",1.385
"2675",1.389
"2676",1.384
"2677",1.392
"2678",1.3932
"2679",1.3858
"2680",1.3978
"2681",1.4029
"2682",1.394
"2683",1.4096
"2684",1.4058
"2685",1.4134
"2686",1.4096
"2687",1.4049
"2688",1.4009
"2689",1.3897
"2690",1.4019
"2691",1.3901
"2692",1.399
"2693",1.3901
"2694",1.3975
"2695",1.3991
"2696",1.4089
"2697",1.413
"2698",1.409
"2699",1.4217
"2700",1.4223
"2701",1.4191
"2702",1.4229
"2703",1.4227
"2704",1.4269
"2705",1.4229
"2706",1.4104
"2707",1.4053
"2708",1.4138
"2709",1.4303
"2710",1.4384
"2711",1.441
"2712",1.437
"2713",1.4357
"2714",1.4202
"2715",1.4166
"2716",1.417
"2717",1.4293
"2718",1.4294
"2719",1.4072
"2720",1.4101
"2721",1.4112
"2722",1.4243
"2723",1.433
"2724",1.4323
"2725",1.4324
"2726",1.427
"2727",1.4268
"2728",1.4364
"2729",1.4272
"2730",1.4314
"2731",1.422
"2732",1.4335
"2733",1.4262
"2734",1.433
"2735",1.4473
"2736",1.4522
"2737",1.4545
"2738",1.4594
"2739",1.4561
"2740",1.4611
"2741",1.4671
"2742",1.4712
"2743",1.4705
"2744",1.4658
"2745",1.478
"2746",1.4783
"2747",1.4768
"2748",1.467
"2749",1.465
"2750",1.4549
"2751",1.4643
"2752",1.4539
"2753",1.4537
"2754",1.4616
"2755",1.4722
"2756",1.4694
"2757",1.4763
"2758",1.475
"2759",1.4765
"2760",1.4864
"2761",1.4881
"2762",1.4864
"2763",1.4869
"2764",1.4918
"2765",1.4971
"2766",1.4921
"2767",1.5
"2768",1.502
"2769",1.5019
"2770",1.4874
"2771",1.4785
"2772",1.4788
"2773",1.48
"2774",1.4772
"2775",1.4658
"2776",1.4761
"2777",1.4867
"2778",1.4862
"2779",1.4984
"2780",1.4966
"2781",1.5037
"2782",1.4922
"2783",1.4868
"2784",1.4965
"2785",1.4875
"2786",1.4957
"2787",1.4863
"2788",1.4815
"2789",1.4968
"2790",1.4969
"2791",1.5083
"2792",1.5071
"2793",1.4918
"2794",1.5023
"2795",1.5074
"2796",1.509
"2797",1.512
"2798",1.5068
"2799",1.4787
"2800",1.4774
"2801",1.4768
"2802",1.473
"2803",1.4757
"2804",1.4647
"2805",1.4541
"2806",1.456
"2807",1.4343
"2808",1.4337
"2809",1.4368
"2810",1.4279
"2811",1.4276
"2812",1.4398
"2813",1.4405
"2814",1.4433
"2815",1.4338
"2816",1.4406
"2817",1.4389
"2818",1.4442
"2819",1.435
"2820",1.4304
"2821",1.4273
"2822",1.4528
"2823",1.4481
"2824",1.4563
"2825",1.4486
"2826",1.4374
"2827",1.4369
"2828",1.4279
"2829",1.4132
"2830",1.4064
"2831",1.4135
"2832",1.4151
"2833",1.4085
"2834",1.4072
"2835",1.3999
"2836",1.3966
"2837",1.3913
"2838",1.3937
"2839",1.3984
"2840",1.3847
"2841",1.3691
"2842",1.3675
"2843",1.376
"2844",1.374
"2845",1.3718
"2846",1.3572
"2847",1.3607
"2848",1.3649
"2849",1.3726
"2850",1.3567
"2851",1.3519
"2852",1.3626
"2853",1.3577
"2854",1.3547
"2855",1.3489
"2856",1.357
"2857",1.3525
"2858",1.3548
"2859",1.3641
"2860",1.3668
"2861",1.3582
"2862",1.3662
"2863",1.3557
"2864",1.361
"2865",1.3657
"2866",1.3765
"2867",1.3705
"2868",1.3723
"2869",1.3756
"2870",1.366
"2871",1.3548
"2872",1.3471
"2873",1.3519
"2874",1.3338
"2875",1.3356
"2876",1.3353
"2877",1.3471
"2878",1.3482
"2879",1.3479
"2880",1.3468
"2881",1.3396
"2882",1.334
"2883",1.3296
"2884",1.3384
"2885",1.3585
"2886",1.3583
"2887",1.3615
"2888",1.3544
"2889",1.3535
"2890",1.3432
"2891",1.3486
"2892",1.3373
"2893",1.3339
"2894",1.3311
"2895",1.3321
"2896",1.329
"2897",1.3245
"2898",1.3256
"2899",1.3315
"2900",1.3238
"2901",1.3089
"2902",1.2924
"2903",1.2727
"2904",1.2746
"2905",1.2969
"2906",1.2698
"2907",1.2686
"2908",1.2587
"2909",1.2492
"2910",1.2349
"2911",1.2428
"2912",1.227
"2913",1.2334
"2914",1.2497
"2915",1.236
"2916",1.2223
"2917",1.2309
"2918",1.2255
"2919",1.2384
"2920",1.2307
"2921",1.2155
"2922",1.2218
"2923",1.2268
"2924",1.206
"2925",1.1959
"2926",1.1942
"2927",1.201
"2928",1.2045
"2929",1.2127
"2930",1.2249
"2931",1.2258
"2932",1.2277
"2933",1.2363
"2934",1.2372
"2935",1.2391
"2936",1.2258
"2937",1.2271
"2938",1.2262
"2939",1.2294
"2940",1.2339
"2941",1.2198
"2942",1.2271
"2943",1.2328
"2944",1.2548
"2945",1.2531
"2946",1.2579
"2947",1.2567
"2948",1.266
"2949",1.2637
"2950",1.2572
"2951",1.2569
"2952",1.2703
"2953",1.2828
"2954",1.3
"2955",1.2957
"2956",1.2844
"2957",1.2817
"2958",1.285
"2959",1.2897
"2960",1.2931
"2961",1.3033
"2962",1.2992
"2963",1.3069
"2964",1.3028
"2965",1.3073
"2966",1.3221
"2967",1.3206
"2968",1.3184
"2969",1.3176
"2970",1.3253
"2971",1.3133
"2972",1.3016
"2973",1.279
"2974",1.2799
"2975",1.282
"2976",1.286
"2977",1.288
"2978",1.2836
"2979",1.2711
"2980",1.2704
"2981",1.2611
"2982",1.2613
"2983",1.2693
"2984",1.2713
"2985",1.27
"2986",1.268
"2987",1.28
"2988",1.2818
"2989",1.2834
"2990",1.2874
"2991",1.2744
"2992",1.2697
"2993",1.2715
"2994",1.2725
"2995",1.2801
"2996",1.285
"2997",1.2989
"2998",1.3078
"2999",1.306
"3000",1.3074
"3001",1.312
"3002",1.3364
"3003",1.3323
"3004",1.3412
"3005",1.3477
"3006",1.346
"3007",1.3611
"3008",1.3648
"3009",1.3726
"3010",1.3705
"3011",1.378
"3012",1.3856
"3013",1.397
"3014",1.3874
"3015",1.3936
"3016",1.3833
"3017",1.3958
"3018",1.4101
"3019",1.4089
"3020",1.3896
"3021",1.3859
"3022",1.3861
"3023",1.4016
"3024",1.3934
"3025",1.4031
"3026",1.3912
"3027",1.3803
"3028",1.3857
"3029",1.3857
"3030",1.3926
"3031",1.4018
"3032",1.4014
"3033",1.4244
"3034",1.4084
"3035",1.3917
"3036",1.3945
"3037",1.377
"3038",1.37
"3039",1.3711
"3040",1.3626
"3041",1.3612
"3042",1.3481
"3043",1.3647
"3044",1.3674
"3045",1.3647
"3046",1.3496
"3047",1.3339
"3048",1.3321
"3049",1.3225
"3050",1.3146
"3051",1.2998
"3052",1.3115
"3053",1.3155
"3054",1.3246
"3055",1.328
"3056",1.3363
"3057",1.32
"3058",1.3214
"3059",1.3244
"3060",1.3267
"3061",1.3435
"3062",1.336
"3063",1.3238
"3064",1.326
"3065",1.3147
"3066",1.3155
"3067",1.3112
"3068",1.3064
"3069",1.3099
"3070",1.3136
"3071",1.3195
"3072",1.3136
"3073",1.328
"3074",1.3362
"3075",1.3348
"3076",1.3421
"3077",1.3213
"3078",1.3091
"3079",1.2961
"3080",1.2903
"3081",1.2948
"3082",1.2973
"3083",1.3199
"3084",1.3349
"3085",1.3311
"3086",1.3371
"3087",1.3506
"3088",1.3472
"3089",1.3521
"3090",1.3571
"3091",1.3596
"3092",1.3681
"3093",1.3716
"3094",1.371
"3095",1.3692
"3096",1.3755
"3097",1.3803
"3098",1.3745
"3099",1.3631
"3100",1.3553
"3101",1.3635
"3102",1.3647
"3103",1.3604
"3104",1.3524
"3105",1.344
"3106",1.351
"3107",1.351
"3108",1.356
"3109",1.3627
"3110",1.3668
"3111",1.3667
"3112",1.3731
"3113",1.3773
"3114",1.3762
"3115",1.3834
"3116",1.3825
"3117",1.3809
"3118",1.385
"3119",1.3957
"3120",1.4028
"3121",1.3898
"3122",1.3928
"3123",1.3817
"3124",1.3773
"3125",1.3948
"3126",1.3884
"3127",1.3951
"3128",1.4004
"3129",1.413
"3130",1.4194
"3131",1.4211
"3132",1.4136
"3133",1.4128
"3134",1.4115
"3135",1.4032
"3136",1.4066
"3137",1.409
"3138",1.4207
"3139",1.4141
"3140",1.424
"3141",1.4166
"3142",1.43
"3143",1.4283
"3144",1.4401
"3145",1.4434
"3146",1.447
"3147",1.4493
"3148",1.4401
"3149",1.445
"3150",1.4275
"3151",1.4302
"3152",1.4515
"3153",1.4584
"3154",1.4617
"3155",1.4668
"3156",1.4794
"3157",1.486
"3158",1.4837
"3159",1.478
"3160",1.4882
"3161",1.4814
"3162",1.4501
"3163",1.4397
"3164",1.4358
"3165",1.4357
"3166",1.4153
"3167",1.428
"3168",1.4143
"3169",1.4171
"3170",1.4227
"3171",1.4265
"3172",1.4237
"3173",1.402
"3174",1.4089
"3175",1.4069
"3176",1.4168
"3177",1.4265
"3178",1.4272
"3179",1.4385
"3180",1.4408
"3181",1.446
"3182",1.4488
"3183",1.4596
"3184",1.4652
"3185",1.4608
"3186",1.4614
"3187",1.4486
"3188",1.4354
"3189",1.4448
"3190",1.4292
"3191",1.4088
"3192",1.427
"3193",1.4235
"3194",1.4373
"3195",1.4397
"3196",1.4212
"3197",1.422
"3198",1.4205
"3199",1.4261
"3200",1.4425
"3201",1.4453
"3202",1.4488
"3203",1.45
"3204",1.4461
"3205",1.4318
"3206",1.4247
"3207",1.4242
"3208",1.4056
"3209",1.3975
"3210",1.4073
"3211",1.4202
"3212",1.4146
"3213",1.4045
"3214",1.416
"3215",1.4207
"3216",1.4222
"3217",1.4391
"3218",1.438
"3219",1.4471
"3220",1.4446
"3221",1.426
"3222",1.426
"3223",1.4415
"3224",1.417
"3225",1.43
"3226",1.4229
"3227",1.4155
"3228",1.4225
"3229",1.4267
"3230",1.4367
"3231",1.4143
"3232",1.425
"3233",1.4309
"3234",1.436
"3235",1.4477
"3236",1.4369
"3237",1.4385
"3238",1.4413
"3239",1.4462
"3240",1.4433
"3241",1.4424
"3242",1.4402
"3243",1.4487
"3244",1.4402
"3245",1.445
"3246",1.4285
"3247",1.4255
"3248",1.4126
"3249",1.4099
"3250",1.4036
"3251",1.4044
